a, b, c
884, -987, 1
-884, -987, 1
464, 777, 1
-464, 777, 1
464, -777, 1
-464, -777, 1
1140, 539, 1
-1140, 539, 1
1140, -539, 1
-1140, -539, 1
1748, 1755, 1
-1748, 1755, 1
1748, -1755, 1
-1748, -1755, 1
560, 1161, 1
-560, 1161, 1
560, -1161, 1
-560, -1161, 1
700, 429, 1
-700, 429, 1
700, -429, 1
-700, -429, 1
868, 765, 1
-868, 765, 1
868, -765, 1
-868, -765, 1
120, 391, 1
-120, 391, 1
120, -391, 1
-120, -391, 1
408, 145, 1
-408, 145, 1
408, -145, 1
-408, -145, 1
744, 817, 1
-744, 817, 1
744, -817, 1
-744, -817, 1
364, 627, 1
-364, 627, 1
364, -627, 1
-364, -627, 1
800, 369, 1
-800, 369, 1
800, -369, 1
-800, -369, 1
1248, 1265, 1
-1248, 1265, 1
1248, -1265, 1
-1248, -1265, 1
420, 851, 1
-420, 851, 1
420, -851, 1
-420, -851, 1
440, 279, 1
-440, 279, 1
440, -279, 1
-440, -279, 1
528, 455, 1
-528, 455, 1
528, -455, 1
-528, -455, 1
60, 221, 1
-60, 221, 1
60, -221, 1
-60, -221, 1
308, 75, 1
-308, 75, 1
308, -75, 1
-308, -75, 1
660, 779, 1
-660, 779, 1
660, -779, 1
-660, -779, 1
432, 665, 1
-432, 665, 1
432, -665, 1
-432, -665, 1
1428, 715, 1
-1428, 715, 1
1428, -715, 1
-1428, -715, 1
2100, 2059, 1
-2100, 2059, 1
2100, -2059, 1
-2100, -2059, 1
592, 1305, 1
-592, 1305, 1
592, -1305, 1
-592, -1305, 1
1116, 637, 1
-1116, 637, 1
1116, -637, 1
-1116, -637, 1
1476, 1357, 1
-1476, 1357, 1
1476, -1357, 1
-1476, -1357, 1
280, 759, 1
-280, 759, 1
280, -759, 1
-280, -759, 1
988, 315, 1
-988, 315, 1
988, -315, 1
-988, -315, 1
1900, 2139, 1
-1900, 2139, 1
1900, -2139, 1
-1900, -2139, 1
1032, 1705, 1
-1032, 1705, 1
1032, -1705, 1
-1032, -1705, 1
2668, 1275, 1
-2668, 1275, 1
2668, -1275, 1
-2668, -1275, 1
4060, 4059, 1
-4060, 4059, 1
4060, -4059, 1
-4060, -4059, 1
1272, 2665, 1
-1272, 2665, 1
1272, -2665, 1
-1272, -2665, 1
1716, 1037, 1
-1716, 1037, 1
1716, -1037, 1
-1716, -1037, 1
2156, 1917, 1
-2156, 1917, 1
2156, -1917, 1
-2156, -1917, 1
320, 999, 1
-320, 999, 1
320, -999, 1
-320, -999, 1
736, 273, 1
-736, 273, 1
736, -273, 1
-736, -273, 1
1312, 1425, 1
-1312, 1425, 1
1312, -1425, 1
-1312, -1425, 1
612, 1075, 1
-612, 1075, 1
612, -1075, 1
-612, -1075, 1
1240, 561, 1
-1240, 561, 1
1240, -561, 1
-1240, -561, 1
1960, 2001, 1
-1960, 2001, 1
1960, -2001, 1
-1960, -2001, 1
684, 1363, 1
-684, 1363, 1
684, -1363, 1
-684, -1363, 1
624, 407, 1
-624, 407, 1
624, -407, 1
-624, -407, 1
728, 615, 1
-728, 615, 1
728, -615, 1
-728, -615, 1
68, 285, 1
-68, 285, 1
68, -285, 1
-68, -285, 1
260, 69, 1
-260, 69, 1
260, -69, 1
-260, -69, 1
540, 629, 1
-540, 629, 1
540, -629, 1
-540, -629, 1
336, 527, 1
-336, 527, 1
336, -527, 1
-336, -527, 1
1044, 517, 1
-1044, 517, 1
1044, -517, 1
-1044, -517, 1
1548, 1525, 1
-1548, 1525, 1
1548, -1525, 1
-1548, -1525, 1
448, 975, 1
-448, 975, 1
448, -975, 1
-448, -975, 1
780, 451, 1
-780, 451, 1
780, -451, 1
-780, -451, 1
1020, 931, 1
-1020, 931, 1
1020, -931, 1
-1020, -931, 1
184, 513, 1
-184, 513, 1
184, -513, 1
-184, -513, 1
532, 165, 1
-532, 165, 1
532, -165, 1
-532, -165, 1
1036, 1173, 1
-1036, 1173, 1
1036, -1173, 1
-1036, -1173, 1
576, 943, 1
-576, 943, 1
576, -943, 1
-576, -943, 1
1540, 741, 1
-1540, 741, 1
1540, -741, 1
-1540, -741, 1
2332, 2325, 1
-2332, 2325, 1
2332, -2325, 1
-2332, -2325, 1
720, 1519, 1
-720, 1519, 1
720, -1519, 1
-720, -1519, 1
1020, 611, 1
-1020, 611, 1
1020, -611, 1
-1020, -611, 1
1292, 1155, 1
-1292, 1155, 1
1292, -1155, 1
-1292, -1155, 1
200, 609, 1
-200, 609, 1
200, -609, 1
-200, -609, 1
352, 135, 1
-352, 135, 1
352, -135, 1
-352, -135, 1
616, 663, 1
-616, 663, 1
616, -663, 1
-616, -663, 1
276, 493, 1
-276, 493, 1
276, -493, 1
-276, -493, 1
520, 231, 1
-520, 231, 1
520, -231, 1
-520, -231, 1
832, 855, 1
-832, 855, 1
832, -855, 1
-832, -855, 1
300, 589, 1
-300, 589, 1
300, -589, 1
-300, -589, 1
240, 161, 1
-240, 161, 1
240, -161, 1
-240, -161, 1
272, 225, 1
-272, 225, 1
272, -225, 1
-272, -225, 1
20, 99, 1
-20, 99, 1
20, -99, 1
-20, -99, 1
84, 13, 1
-84, 13, 1
84, -13, 1
-84, -13, 1
204, 253, 1
-204, 253, 1
204, -253, 1
-204, -253, 1
160, 231, 1
-160, 231, 1
160, -231, 1
-160, -231, 1
644, 333, 1
-644, 333, 1
644, -333, 1
-644, -333, 1
924, 893, 1
-924, 893, 1
924, -893, 1
-924, -893, 1
240, 551, 1
-240, 551, 1
240, -551, 1
-240, -551, 1
572, 315, 1
-572, 315, 1
572, -315, 1
-572, -315, 1
780, 731, 1
-780, 731, 1
780, -731, 1
-780, -731, 1
168, 425, 1
-168, 425, 1
168, -425, 1
-168, -425, 1
900, 301, 1
-900, 301, 1
900, -301, 1
-900, -301, 1
1692, 1885, 1
-1692, 1885, 1
1692, -1885, 1
-1692, -1885, 1
880, 1479, 1
-880, 1479, 1
880, -1479, 1
-880, -1479, 1
2132, 1005, 1
-2132, 1005, 1
2132, -1005, 1
-2132, -1005, 1
3276, 3293, 1
-3276, 3293, 1
3276, -3293, 1
-3276, -3293, 1
1056, 2183, 1
-1056, 2183, 1
1056, -2183, 1
-1056, -2183, 1
1292, 795, 1
-1292, 795, 1
1292, -795, 1
-1292, -795, 1
1596, 1403, 1
-1596, 1403, 1
1596, -1403, 1
-1596, -1403, 1
216, 713, 1
-216, 713, 1
216, -713, 1
-216, -713, 1
816, 287, 1
-816, 287, 1
816, -287, 1
-816, -287, 1
1496, 1647, 1
-1496, 1647, 1
1496, -1647, 1
-1496, -1647, 1
740, 1269, 1
-740, 1269, 1
740, -1269, 1
-740, -1269, 1
1656, 767, 1
-1656, 767, 1
1656, -767, 1
-1656, -767, 1
2576, 2607, 1
-2576, 2607, 1
2576, -2607, 1
-2576, -2607, 1
860, 1749, 1
-860, 1749, 1
860, -1749, 1
-860, -1749, 1
928, 585, 1
-928, 585, 1
928, -585, 1
-928, -585, 1
1120, 969, 1
-1120, 969, 1
1120, -969, 1
-1120, -969, 1
132, 475, 1
-132, 475, 1
132, -475, 1
-132, -475, 1
828, 205, 1
-828, 205, 1
828, -205, 1
-828, -205, 1
1764, 2077, 1
-1764, 2077, 1
1764, -2077, 1
-1764, -2077, 1
1144, 1767, 1
-1144, 1767, 1
1144, -1767, 1
-1144, -1767, 1
3740, 1869, 1
-3740, 1869, 1
3740, -1869, 1
-3740, -1869, 1
5508, 5405, 1
-5508, 5405, 1
5508, -5405, 1
-5508, -5405, 1
1560, 3431, 1
-1560, 3431, 1
1560, -3431, 1
-1560, -3431, 1
2900, 1659, 1
-2900, 1659, 1
2900, -1659, 1
-2900, -1659, 1
3828, 3515, 1
-3828, 3515, 1
3828, -3515, 1
-3828, -3515, 1
720, 1961, 1
-720, 1961, 1
720, -1961, 1
-720, -1961, 1
2460, 781, 1
-2460, 781, 1
2460, -781, 1
-2460, -781, 1
4740, 5341, 1
-4740, 5341, 1
4740, -5341, 1
-4740, -5341, 1
2584, 4263, 1
-2584, 4263, 1
2584, -4263, 1
-2584, -4263, 1
6716, 3213, 1
-6716, 3213, 1
6716, -3213, 1
-6716, -3213, 1
10212, 10205, 1
-10212, 10205, 1
10212, -10205, 1
-10212, -10205, 1
3192, 6695, 1
-3192, 6695, 1
3192, -6695, 1
-3192, -6695, 1
4340, 2619, 1
-4340, 2619, 1
4340, -2619, 1
-4340, -2619, 1
5460, 4859, 1
-5460, 4859, 1
5460, -4859, 1
-5460, -4859, 1
816, 2537, 1
-816, 2537, 1
816, -2537, 1
-816, -2537, 1
1800, 671, 1
-1800, 671, 1
1800, -671, 1
-1800, -671, 1
3200, 3471, 1
-3200, 3471, 1
3200, -3471, 1
-3200, -3471, 1
1484, 2613, 1
-1484, 2613, 1
1484, -2613, 1
-1484, -2613, 1
2976, 1343, 1
-2976, 1343, 1
2976, -1343, 1
-2976, -1343, 1
4712, 4815, 1
-4712, 4815, 1
4712, -4815, 1
-4712, -4815, 1
1652, 3285, 1
-1652, 3285, 1
1652, -3285, 1
-1652, -3285, 1
1480, 969, 1
-1480, 969, 1
1480, -969, 1
-1480, -969, 1
1720, 1449, 1
-1720, 1449, 1
1720, -1449, 1
-1720, -1449, 1
156, 667, 1
-156, 667, 1
156, -667, 1
-156, -667, 1
748, 195, 1
-748, 195, 1
748, -195, 1
-748, -195, 1
1564, 1827, 1
-1564, 1827, 1
1564, -1827, 1
-1564, -1827, 1
984, 1537, 1
-984, 1537, 1
984, -1537, 1
-984, -1537, 1
3100, 1539, 1
-3100, 1539, 1
3100, -1539, 1
-3100, -1539, 1
4588, 4515, 1
-4588, 4515, 1
4588, -4515, 1
-4588, -4515, 1
1320, 2881, 1
-1320, 2881, 1
1320, -2881, 1
-1320, -2881, 1
2340, 1349, 1
-2340, 1349, 1
2340, -1349, 1
-2340, -1349, 1
3068, 2805, 1
-3068, 2805, 1
3068, -2805, 1
-3068, -2805, 1
560, 1551, 1
-560, 1551, 1
560, -1551, 1
-560, -1551, 1
1700, 531, 1
-1700, 531, 1
1700, -531, 1
-1700, -531, 1
3300, 3731, 1
-3300, 3731, 1
3300, -3731, 1
-3300, -3731, 1
1824, 2993, 1
-1824, 2993, 1
1824, -2993, 1
-1824, -2993, 1
4836, 2323, 1
-4836, 2323, 1
4836, -2323, 1
-4836, -2323, 1
7332, 7315, 1
-7332, 7315, 1
7332, -7315, 1
-7332, -7315, 1
2272, 4785, 1
-2272, 4785, 1
2272, -4785, 1
-2272, -4785, 1
3180, 1909, 1
-3180, 1909, 1
3180, -1909, 1
-3180, -1909, 1
4020, 3589, 1
-4020, 3589, 1
4020, -3589, 1
-4020, -3589, 1
616, 1887, 1
-616, 1887, 1
616, -1887, 1
-616, -1887, 1
1160, 441, 1
-1160, 441, 1
1160, -441, 1
-1160, -441, 1
2040, 2201, 1
-2040, 2201, 1
2040, -2201, 1
-2040, -2201, 1
924, 1643, 1
-924, 1643, 1
924, -1643, 1
-924, -1643, 1
1776, 793, 1
-1776, 793, 1
1776, -793, 1
-1776, -793, 1
2832, 2905, 1
-2832, 2905, 1
2832, -2905, 1
-2832, -2905, 1
1012, 1995, 1
-1012, 1995, 1
1012, -1995, 1
-1012, -1995, 1
840, 559, 1
-840, 559, 1
840, -559, 1
-840, -559, 1
960, 799, 1
-960, 799, 1
960, -799, 1
-960, -799, 1
76, 357, 1
-76, 357, 1
76, -357, 1
-76, -357, 1
476, 93, 1
-476, 93, 1
476, -93, 1
-476, -93, 1
1092, 1325, 1
-1092, 1325, 1
1092, -1325, 1
-1092, -1325, 1
792, 1175, 1
-792, 1175, 1
792, -1175, 1
-792, -1175, 1
2940, 1501, 1
-2940, 1501, 1
2940, -1501, 1
-2940, -1501, 1
4260, 4141, 1
-4260, 4141, 1
4260, -4141, 1
-4260, -4141, 1
1144, 2583, 1
-1144, 2583, 1
1144, -2583, 1
-1144, -2583, 1
2484, 1387, 1
-2484, 1387, 1
2484, -1387, 1
-2484, -1387, 1
3348, 3115, 1
-3348, 3115, 1
3348, -3115, 1
-3348, -3115, 1
688, 1785, 1
-688, 1785, 1
688, -1785, 1
-688, -1785, 1
3196, 1053, 1
-3196, 1053, 1
3196, -1053, 1
-3196, -1053, 1
6052, 6765, 1
-6052, 6765, 1
6052, -6765, 1
-6052, -6765, 1
3192, 5335, 1
-3192, 5335, 1
3192, -5335, 1
-3192, -5335, 1
7900, 3741, 1
-7900, 3741, 1
7900, -3741, 1
-7900, -3741, 1
12100, 12141, 1
-12100, 12141, 1
12100, -12141, 1
-12100, -12141, 1
3864, 8023, 1
-3864, 8023, 1
3864, -8023, 1
-3864, -8023, 1
4884, 2987, 1
-4884, 2987, 1
4884, -2987, 1
-4884, -2987, 1
6068, 5355, 1
-6068, 5355, 1
6068, -5355, 1
-6068, -5355, 1
848, 2745, 1
-848, 2745, 1
848, -2745, 1
-848, -2745, 1
2728, 975, 1
-2728, 975, 1
2728, -975, 1
-2728, -975, 1
4960, 5439, 1
-4960, 5439, 1
4960, -5439, 1
-4960, -5439, 1
2412, 4165, 1
-2412, 4165, 1
2412, -4165, 1
-2412, -4165, 1
5248, 2415, 1
-5248, 2415, 1
5248, -2415, 1
-5248, -2415, 1
8200, 8319, 1
-8200, 8319, 1
8200, -8319, 1
-8200, -8319, 1
2772, 5605, 1
-2772, 5605, 1
2772, -5605, 1
-2772, -5605, 1
2856, 1817, 1
-2856, 1817, 1
2856, -1817, 1
-2856, -1817, 1
3416, 2937, 1
-3416, 2937, 1
3416, -2937, 1
-3416, -2937, 1
380, 1419, 1
-380, 1419, 1
380, -1419, 1
-380, -1419, 1
1716, 413, 1
-1716, 413, 1
1716, -413, 1
-1716, -413, 1
3692, 4365, 1
-3692, 4365, 1
3692, -4365, 1
-3692, -4365, 1
2432, 3735, 1
-2432, 3735, 1
2432, -3735, 1
-2432, -3735, 1
8100, 4061, 1
-8100, 4061, 1
8100, -4061, 1
-8100, -4061, 1
11900, 11661, 1
-11900, 11661, 1
11900, -11661, 1
-11900, -11661, 1
3344, 7383, 1
-3344, 7383, 1
3344, -7383, 1
-3344, -7383, 1
6364, 3627, 1
-6364, 3627, 1
6364, -3627, 1
-6364, -3627, 1
8428, 7755, 1
-8428, 7755, 1
8428, -7755, 1
-8428, -7755, 1
1608, 4345, 1
-1608, 4345, 1
1608, -4345, 1
-1608, -4345, 1
5796, 1853, 1
-5796, 1853, 1
5796, -1853, 1
-5796, -1853, 1
11132, 12525, 1
-11132, 12525, 1
11132, -12525, 1
-11132, -12525, 1
6032, 9975, 1
-6032, 9975, 1
6032, -9975, 1
-6032, -9975, 1
9964, 6027, 1
-9964, 6027, 1
9964, -6027, 1
-9964, -6027, 1
12508, 11115, 1
-12508, 11115, 1
12508, -11115, 1
-12508, -11115, 1
1848, 5785, 1
-1848, 5785, 1
1848, -5785, 1
-1848, -5785, 1
4368, 1615, 1
-4368, 1615, 1
4368, -1615, 1
-4368, -1615, 1
7800, 8479, 1
-7800, 8479, 1
7800, -8479, 1
-7800, -8479, 1
3652, 6405, 1
-3652, 6405, 1
3652, -6405, 1
-3652, -6405, 1
7448, 3375, 1
-7448, 3375, 1
7448, -3375, 1
-7448, -3375, 1
11760, 11999, 1
-11760, 11999, 1
11760, -11999, 1
-11760, -11999, 1
4092, 8165, 1
-4092, 8165, 1
4092, -8165, 1
-4092, -8165, 1
3776, 2457, 1
-3776, 2457, 1
3776, -2457, 1
-3776, -2457, 1
4416, 3737, 1
-4416, 3737, 1
4416, -3737, 1
-4416, -3737, 1
420, 1739, 1
-420, 1739, 1
420, -1739, 1
-420, -1739, 1
1380, 371, 1
-1380, 371, 1
1380, -371, 1
-1380, -371, 1
2852, 3315, 1
-2852, 3315, 1
2852, -3315, 1
-2852, -3315, 1
1760, 2769, 1
-1760, 2769, 1
1760, -2769, 1
-1760, -2769, 1
5412, 2675, 1
-5412, 2675, 1
5412, -2675, 1
-5412, -2675, 1
8036, 7923, 1
-8036, 7923, 1
8036, -7923, 1
-8036, -7923, 1
2336, 5073, 1
-2336, 5073, 1
2336, -5073, 1
-2336, -5073, 1
4012, 2325, 1
-4012, 2325, 1
4012, -2325, 1
-4012, -2325, 1
5236, 4773, 1
-5236, 4773, 1
5236, -4773, 1
-5236, -4773, 1
936, 2623, 1
-936, 2623, 1
936, -2623, 1
-936, -2623, 1
2604, 803, 1
-2604, 803, 1
2604, -803, 1
-2604, -803, 1
5084, 5763, 1
-5084, 5763, 1
5084, -5763, 1
-5084, -5763, 1
2840, 4641, 1
-2840, 4641, 1
2840, -4641, 1
-2840, -4641, 1
7644, 3683, 1
-7644, 3683, 1
7644, -3683, 1
-7644, -3683, 1
11564, 11523, 1
-11564, 11523, 1
11564, -11523, 1
-11564, -11523, 1
3560, 7521, 1
-3560, 7521, 1
3560, -7521, 1
-3560, -7521, 1
5092, 3045, 1
-5092, 3045, 1
5092, -3045, 1
-5092, -3045, 1
6460, 5781, 1
-6460, 5781, 1
6460, -5781, 1
-6460, -5781, 1
1008, 3055, 1
-1008, 3055, 1
1008, -3055, 1
-1008, -3055, 1
1680, 649, 1
-1680, 649, 1
1680, -649, 1
-1680, -649, 1
2928, 3145, 1
-2928, 3145, 1
2928, -3145, 1
-2928, -3145, 1
1300, 2331, 1
-1300, 2331, 1
1300, -2331, 1
-1300, -2331, 1
2408, 1065, 1
-2408, 1065, 1
2408, -1065, 1
-2408, -1065, 1
3864, 3977, 1
-3864, 3977, 1
3864, -3977, 1
-3864, -3977, 1
1404, 2747, 1
-1404, 2747, 1
1404, -2747, 1
-1404, -2747, 1
1088, 735, 1
-1088, 735, 1
1088, -735, 1
-1088, -735, 1
1224, 1007, 1
-1224, 1007, 1
1224, -1007, 1
-1224, -1007, 1
84, 437, 1
-84, 437, 1
84, -437, 1
-84, -437, 1
416, 87, 1
-416, 87, 1
416, -87, 1
-416, -87, 1
936, 1127, 1
-936, 1127, 1
936, -1127, 1
-936, -1127, 1
660, 989, 1
-660, 989, 1
660, -989, 1
-660, -989, 1
2376, 1207, 1
-2376, 1207, 1
2376, -1207, 1
-2376, -1207, 1
3456, 3367, 1
-3456, 3367, 1
3456, -3367, 1
-3456, -3367, 1
940, 2109, 1
-940, 2109, 1
940, -2109, 1
-940, -2109, 1
1968, 1105, 1
-1968, 1105, 1
1968, -1105, 1
-1968, -1105, 1
2640, 2449, 1
-2640, 2449, 1
2640, -2449, 1
-2640, -2449, 1
532, 1395, 1
-532, 1395, 1
532, -1395, 1
-532, -1395, 1
2320, 759, 1
-2320, 759, 1
2320, -759, 1
-2320, -759, 1
4408, 4935, 1
-4408, 4935, 1
4408, -4935, 1
-4408, -4935, 1
2340, 3901, 1
-2340, 3901, 1
2340, -3901, 1
-2340, -3901, 1
5848, 2775, 1
-5848, 2775, 1
5848, -2775, 1
-5848, -2775, 1
8944, 8967, 1
-8944, 8967, 1
8944, -8967, 1
-8944, -8967, 1
2844, 5917, 1
-2844, 5917, 1
2844, -5917, 1
-2844, -5917, 1
3648, 2225, 1
-3648, 2225, 1
3648, -2225, 1
-3648, -2225, 1
4544, 4017, 1
-4544, 4017, 1
4544, -4017, 1
-4544, -4017, 1
644, 2067, 1
-644, 2067, 1
644, -2067, 1
-644, -2067, 1
1924, 693, 1
-1924, 693, 1
1924, -693, 1
-1924, -693, 1
3484, 3813, 1
-3484, 3813, 1
3484, -3813, 1
-3484, -3813, 1
1680, 2911, 1
-1680, 2911, 1
1680, -2911, 1
-1680, -2911, 1
3604, 1653, 1
-3604, 1653, 1
3604, -1653, 1
-3604, -1653, 1
5644, 5733, 1
-5644, 5733, 1
5644, -5733, 1
-5644, -5733, 1
1920, 3871, 1
-1920, 3871, 1
1920, -3871, 1
-1920, -3871, 1
1932, 1235, 1
-1932, 1235, 1
1932, -1235, 1
-1932, -1235, 1
2300, 1971, 1
-2300, 1971, 1
2300, -1971, 1
-2300, -1971, 1
248, 945, 1
-248, 945, 1
248, -945, 1
-248, -945, 1
912, 215, 1
-912, 215, 1
912, -215, 1
-912, -215, 1
1976, 2343, 1
-1976, 2343, 1
1976, -2343, 1
-1976, -2343, 1
1316, 2013, 1
-1316, 2013, 1
1316, -2013, 1
-1316, -2013, 1
4440, 2231, 1
-4440, 2231, 1
4440, -2231, 1
-4440, -2231, 1
6512, 6375, 1
-6512, 6375, 1
6512, -6375, 1
-6512, -6375, 1
1820, 4029, 1
-1820, 4029, 1
1820, -4029, 1
-1820, -4029, 1
3520, 2001, 1
-3520, 2001, 1
3520, -2001, 1
-3520, -2001, 1
4672, 4305, 1
-4672, 4305, 1
4672, -4305, 1
-4672, -4305, 1
900, 2419, 1
-900, 2419, 1
900, -2419, 1
-900, -2419, 1
3360, 1079, 1
-3360, 1079, 1
3360, -1079, 1
-3360, -1079, 1
6440, 7239, 1
-6440, 7239, 1
6440, -7239, 1
-6440, -7239, 1
3476, 5757, 1
-3476, 5757, 1
3476, -5757, 1
-3476, -5757, 1
8904, 4247, 1
-8904, 4247, 1
8904, -4247, 1
-8904, -4247, 1
13568, 13575, 1
-13568, 13575, 1
13568, -13575, 1
-13568, -13575, 1
4268, 8925, 1
-4268, 8925, 1
4268, -8925, 1
-4268, -8925, 1
5680, 3441, 1
-5680, 3441, 1
5680, -3441, 1
-5680, -3441, 1
7120, 6321, 1
-7120, 6321, 1
7120, -6321, 1
-7120, -6321, 1
1044, 3283, 1
-1044, 3283, 1
1044, -3283, 1
-1044, -3283, 1
2580, 949, 1
-2580, 949, 1
2580, -949, 1
-2580, -949, 1
4620, 5029, 1
-4620, 5029, 1
4620, -5029, 1
-4620, -5029, 1
2176, 3807, 1
-2176, 3807, 1
2176, -3807, 1
-2176, -3807, 1
4484, 2037, 1
-4484, 2037, 1
4484, -2037, 1
-4484, -2037, 1
7068, 7205, 1
-7068, 7205, 1
7068, -7205, 1
-7068, -7205, 1
2448, 4895, 1
-2448, 4895, 1
2448, -4895, 1
-2448, -4895, 1
2300, 1491, 1
-2300, 1491, 1
2300, -1491, 1
-2300, -1491, 1
2700, 2291, 1
-2700, 2291, 1
2700, -2291, 1
-2700, -2291, 1
264, 1073, 1
-264, 1073, 1
264, -1073, 1
-264, -1073, 1
672, 185, 1
-672, 185, 1
672, -185, 1
-672, -185, 1
1376, 1593, 1
-1376, 1593, 1
1376, -1593, 1
-1376, -1593, 1
836, 1323, 1
-836, 1323, 1
836, -1323, 1
-836, -1323, 1
2520, 1241, 1
-2520, 1241, 1
2520, -1241, 1
-2520, -1241, 1
3752, 3705, 1
-3752, 3705, 1
3752, -3705, 1
-3752, -3705, 1
1100, 2379, 1
-1100, 2379, 1
1100, -2379, 1
-1100, -2379, 1
1840, 1071, 1
-1840, 1071, 1
1840, -1071, 1
-1840, -1071, 1
2392, 2175, 1
-2392, 2175, 1
2392, -2175, 1
-2392, -2175, 1
420, 1189, 1
-420, 1189, 1
420, -1189, 1
-420, -1189, 1
1080, 329, 1
-1080, 329, 1
1080, -329, 1
-1080, -329, 1
2120, 2409, 1
-2120, 2409, 1
2120, -2409, 1
-2120, -2409, 1
1196, 1947, 1
-1196, 1947, 1
1196, -1947, 1
-1196, -1947, 1
3264, 1577, 1
-3264, 1577, 1
3264, -1577, 1
-3264, -1577, 1
4928, 4905, 1
-4928, 4905, 1
4928, -4905, 1
-4928, -4905, 1
1508, 3195, 1
-1508, 3195, 1
1508, -3195, 1
-1508, -3195, 1
2200, 1311, 1
-2200, 1311, 1
2200, -1311, 1
-2200, -1311, 1
2800, 2511, 1
-2800, 2511, 1
2800, -2511, 1
-2800, -2511, 1
444, 1333, 1
-444, 1333, 1
444, -1333, 1
-444, -1333, 1
660, 259, 1
-660, 259, 1
660, -259, 1
-660, -259, 1
1140, 1219, 1
-1140, 1219, 1
1140, -1219, 1
-1140, -1219, 1
496, 897, 1
-496, 897, 1
496, -897, 1
-496, -897, 1
884, 387, 1
-884, 387, 1
884, -387, 1
-884, -387, 1
1428, 1475, 1
-1428, 1475, 1
1428, -1475, 1
-1428, -1475, 1
528, 1025, 1
-528, 1025, 1
528, -1025, 1
-528, -1025, 1
380, 261, 1
-380, 261, 1
380, -261, 1
-380, -261, 1
420, 341, 1
-420, 341, 1
420, -341, 1
-420, -341, 1
24, 143, 1
-24, 143, 1
24, -143, 1
-24, -143, 1
112, 15, 1
-112, 15, 1
112, -15, 1
-112, -15, 1
280, 351, 1
-280, 351, 1
280, -351, 1
-280, -351, 1
228, 325, 1
-228, 325, 1
228, -325, 1
-228, -325, 1
952, 495, 1
-952, 495, 1
952, -495, 1
-952, -495, 1
1360, 1311, 1
-1360, 1311, 1
1360, -1311, 1
-1360, -1311, 1
348, 805, 1
-348, 805, 1
348, -805, 1
-348, -805, 1
864, 473, 1
-864, 473, 1
864, -473, 1
-864, -473, 1
1184, 1113, 1
-1184, 1113, 1
1184, -1113, 1
-1184, -1113, 1
260, 651, 1
-260, 651, 1
260, -651, 1
-260, -651, 1
1472, 495, 1
-1472, 495, 1
1472, -495, 1
-1472, -495, 1
2760, 3071, 1
-2760, 3071, 1
2760, -3071, 1
-2760, -3071, 1
1428, 2405, 1
-1428, 2405, 1
1428, -2405, 1
-1428, -2405, 1
3432, 1615, 1
-3432, 1615, 1
3432, -1615, 1
-3432, -1615, 1
5280, 5311, 1
-5280, 5311, 1
5280, -5311, 1
-5280, -5311, 1
1708, 3525, 1
-1708, 3525, 1
1708, -3525, 1
-1708, -3525, 1
2064, 1273, 1
-2064, 1273, 1
2064, -1273, 1
-2064, -1273, 1
2544, 2233, 1
-2544, 2233, 1
2544, -2233, 1
-2544, -2233, 1
340, 1131, 1
-340, 1131, 1
340, -1131, 1
-340, -1131, 1
1364, 477, 1
-1364, 477, 1
1364, -477, 1
-1364, -477, 1
2508, 2765, 1
-2508, 2765, 1
2508, -2765, 1
-2508, -2765, 1
1248, 2135, 1
-1248, 2135, 1
1248, -2135, 1
-1248, -2135, 1
2820, 1309, 1
-2820, 1309, 1
2820, -1309, 1
-2820, -1309, 1
4380, 4429, 1
-4380, 4429, 1
4380, -4429, 1
-4380, -4429, 1
1456, 2967, 1
-1456, 2967, 1
1456, -2967, 1
-1456, -2967, 1
1596, 1003, 1
-1596, 1003, 1
1596, -1003, 1
-1596, -1003, 1
1932, 1675, 1
-1932, 1675, 1
1932, -1675, 1
-1932, -1675, 1
232, 825, 1
-232, 825, 1
232, -825, 1
-232, -825, 1
1600, 399, 1
-1600, 399, 1
1600, -399, 1
-1600, -399, 1
3400, 3999, 1
-3400, 3999, 1
3400, -3999, 1
-3400, -3999, 1
2196, 3397, 1
-2196, 3397, 1
2196, -3397, 1
-2196, -3397, 1
7144, 3567, 1
-7144, 3567, 1
7144, -3567, 1
-7144, -3567, 1
10528, 10335, 1
-10528, 10335, 1
10528, -10335, 1
-10528, -10335, 1
2988, 6565, 1
-2988, 6565, 1
2988, -6565, 1
-2988, -6565, 1
5520, 3161, 1
-5520, 3161, 1
5520, -3161, 1
-5520, -3161, 1
7280, 6681, 1
-7280, 6681, 1
7280, -6681, 1
-7280, -6681, 1
1364, 3723, 1
-1364, 3723, 1
1364, -3723, 1
-1364, -3723, 1
4592, 1455, 1
-4592, 1455, 1
4592, -1455, 1
-4592, -1455, 1
8856, 9983, 1
-8856, 9983, 1
8856, -9983, 1
-8856, -9983, 1
4836, 7973, 1
-4836, 7973, 1
4836, -7973, 1
-4836, -7973, 1
12600, 6031, 1
-12600, 6031, 1
12600, -6031, 1
-12600, -6031, 1
5980, 12549, 1
-5980, 12549, 1
5980, -12549, 1
-5980, -12549, 1
8160, 4921, 1
-8160, 4921, 1
8160, -4921, 1
-8160, -4921, 1
10272, 9145, 1
-10272, 9145, 1
10272, -9145, 1
-10272, -9145, 1
1540, 4779, 1
-1540, 4779, 1
1540, -4779, 1
-1540, -4779, 1
