a, b, c
351, 280, 1
-351, 280, 1
351, -280, 1
-351, -280, 1
325, 228, 1
-325, 228, 1
325, -228, 1
-325, -228, 1
495, 952, 1
-495, 952, 1
495, -952, 1
-495, -952, 1
1311, 1360, 1
-1311, 1360, 1
1311, -1360, 1
-1311, -1360, 1
805, 348, 1
-805, 348, 1
805, -348, 1
-805, -348, 1
473, 864, 1
-473, 864, 1
473, -864, 1
-473, -864, 1
1113, 1184, 1
-1113, 1184, 1
1113, -1184, 1
-1113, -1184, 1
651, 260, 1
-651, 260, 1
651, -260, 1
-651, -260, 1
495, 1472, 1
-495, 1472, 1
495, -1472, 1
-495, -1472, 1
3071, 2760, 1
-3071, 2760, 1
3071, -2760, 1
-3071, -2760, 1
2405, 1428, 1
-2405, 1428, 1
2405, -1428, 1
-2405, -1428, 1
1615, 3432, 1
-1615, 3432, 1
1615, -3432, 1
-1615, -3432, 1
5311, 5280, 1
-5311, 5280, 1
5311, -5280, 1
-5311, -5280, 1
3525, 1708, 1
-3525, 1708, 1
3525, -1708, 1
-3525, -1708, 1
1273, 2064, 1
-1273, 2064, 1
1273, -2064, 1
-1273, -2064, 1
2233, 2544, 1
-2233, 2544, 1
2233, -2544, 1
-2233, -2544, 1
1131, 340, 1
-1131, 340, 1
1131, -340, 1
-1131, -340, 1
477, 1364, 1
-477, 1364, 1
477, -1364, 1
-477, -1364, 1
2765, 2508, 1
-2765, 2508, 1
2765, -2508, 1
-2765, -2508, 1
2135, 1248, 1
-2135, 1248, 1
2135, -1248, 1
-2135, -1248, 1
1309, 2820, 1
-1309, 2820, 1
1309, -2820, 1
-1309, -2820, 1
4429, 4380, 1
-4429, 4380, 1
4429, -4380, 1
-4429, -4380, 1
2967, 1456, 1
-2967, 1456, 1
2967, -1456, 1
-2967, -1456, 1
1003, 1596, 1
-1003, 1596, 1
1003, -1596, 1
-1003, -1596, 1
1675, 1932, 1
-1675, 1932, 1
1675, -1932, 1
-1675, -1932, 1
825, 232, 1
-825, 232, 1
825, -232, 1
-825, -232, 1
399, 1600, 1
-399, 1600, 1
399, -1600, 1
-399, -1600, 1
3999, 3400, 1
-3999, 3400, 1
3999, -3400, 1
-3999, -3400, 1
3397, 2196, 1
-3397, 2196, 1
3397, -2196, 1
-3397, -2196, 1
3567, 7144, 1
-3567, 7144, 1
3567, -7144, 1
-3567, -7144, 1
10335, 10528, 1
-10335, 10528, 1
10335, -10528, 1
-10335, -10528, 1
6565, 2988, 1
-6565, 2988, 1
6565, -2988, 1
-6565, -2988, 1
3161, 5520, 1
-3161, 5520, 1
3161, -5520, 1
-3161, -5520, 1
6681, 7280, 1
-6681, 7280, 1
6681, -7280, 1
-6681, -7280, 1
3723, 1364, 1
-3723, 1364, 1
3723, -1364, 1
-3723, -1364, 1
1455, 4592, 1
-1455, 4592, 1
1455, -4592, 1
-1455, -4592, 1
9983, 8856, 1
-9983, 8856, 1
9983, -8856, 1
-9983, -8856, 1
7973, 4836, 1
-7973, 4836, 1
7973, -4836, 1
-7973, -4836, 1
6031, 12600, 1
-6031, 12600, 1
6031, -12600, 1
-6031, -12600, 1
12549, 5980, 1
-12549, 5980, 1
12549, -5980, 1
-12549, -5980, 1
4921, 8160, 1
-4921, 8160, 1
4921, -8160, 1
-4921, -8160, 1
9145, 10272, 1
-9145, 10272, 1
9145, -10272, 1
-9145, -10272, 1
4779, 1540, 1
-4779, 1540, 1
4779, -1540, 1
-4779, -1540, 1
1245, 3332, 1
-1245, 3332, 1
1245, -3332, 1
-1245, -3332, 1
6413, 5916, 1
-6413, 5916, 1
6413, -5916, 1
-6413, -5916, 1
4823, 2736, 1
-4823, 2736, 1
4823, -2736, 1
-4823, -2736, 1
2461, 5460, 1
-2461, 5460, 1
2461, -5460, 1
-2461, -5460, 1
8845, 8652, 1
-8845, 8652, 1
8845, -8652, 1
-8845, -8652, 1
6039, 3040, 1
-6039, 3040, 1
6039, -3040, 1
-6039, -3040, 1
1771, 2700, 1
-1771, 2700, 1
1771, -2700, 1
-1771, -2700, 1
2635, 3132, 1
-2635, 3132, 1
2635, -3132, 1
-2635, -3132, 1
1209, 280, 1
-1209, 280, 1
1209, -280, 1
-1209, -280, 1
385, 1488, 1
-385, 1488, 1
385, -1488, 1
-385, -1488, 1
3649, 3120, 1
-3649, 3120, 1
3649, -3120, 1
-3649, -3120, 1
3075, 1972, 1
-3075, 1972, 1
3075, -1972, 1
-3075, -1972, 1
3105, 6248, 1
-3105, 6248, 1
3105, -6248, 1
-3105, -6248, 1
9089, 9240, 1
-9089, 9240, 1
9089, -9240, 1
-9089, -9240, 1
5795, 2652, 1
-5795, 2652, 1
5795, -2652, 1
-5795, -2652, 1
2727, 4736, 1
-2727, 4736, 1
2727, -4736, 1
-2727, -4736, 1
5687, 6216, 1
-5687, 6216, 1
5687, -6216, 1
-5687, -6216, 1
3149, 1140, 1
-3149, 1140, 1
3149, -1140, 1
-3149, -1140, 1
1105, 3528, 1
-1105, 3528, 1
1105, -3528, 1
-1105, -3528, 1
7729, 6840, 1
-7729, 6840, 1
7729, -6840, 1
-7729, -6840, 1
6195, 3772, 1
-6195, 3772, 1
6195, -3772, 1
-6195, -3772, 1
4785, 9968, 1
-4785, 9968, 1
4785, -9968, 1
-4785, -9968, 1
9875, 4692, 1
-9875, 4692, 1
9875, -4692, 1
-9875, -4692, 1
3927, 6536, 1
-3927, 6536, 1
3927, -6536, 1
-3927, -6536, 1
7367, 8256, 1
-7367, 8256, 1
7367, -8256, 1
-7367, -8256, 1
3869, 1260, 1
-3869, 1260, 1
3869, -1260, 1
-3869, -1260, 1
923, 2436, 1
-923, 2436, 1
923, -2436, 1
-923, -2436, 1
4635, 4292, 1
-4635, 4292, 1
4635, -4292, 1
-4635, -4292, 1
3465, 1952, 1
-3465, 1952, 1
3465, -1952, 1
-3465, -1952, 1
1691, 3780, 1
-1691, 3780, 1
1691, -3780, 1
-1691, -3780, 1
6171, 6020, 1
-6171, 6020, 1
6171, -6020, 1
-6171, -6020, 1
4233, 2144, 1
-4233, 2144, 1
4233, -2144, 1
-4233, -2144, 1
1197, 1804, 1
-1197, 1804, 1
1197, -1804, 1
-1197, -1804, 1
1725, 2068, 1
-1725, 2068, 1
1725, -2068, 1
-1725, -2068, 1
775, 168, 1
-775, 168, 1
775, -168, 1
-775, -168, 1
255, 1288, 1
-255, 1288, 1
255, -1288, 1
-255, -1288, 1
3567, 2944, 1
-3567, 2944, 1
3567, -2944, 1
-3567, -2944, 1
3157, 2124, 1
-3157, 2124, 1
3157, -2124, 1
-3157, -2124, 1
3999, 7840, 1
-3999, 7840, 1
3999, -7840, 1
-3999, -7840, 1
11055, 11368, 1
-11055, 11368, 1
11055, -11368, 1
-11055, -11368, 1
6901, 3060, 1
-6901, 3060, 1
6901, -3060, 1
-6901, -3060, 1
3689, 6600, 1
-3689, 6600, 1
3689, -6600, 1
-3689, -6600, 1
8265, 8888, 1
-8265, 8888, 1
8265, -8888, 1
-8265, -8888, 1
4731, 1820, 1
-4731, 1820, 1
4731, -1820, 1
-4731, -1820, 1
2751, 8360, 1
-2751, 8360, 1
2751, -8360, 1
-2751, -8360, 1
13973, 8364, 1
-13973, 8364, 1
13973, -8364, 1
-13973, -8364, 1
7849, 12840, 1
-7849, 12840, 1
7849, -12840, 1
-7849, -12840, 1
7227, 2236, 1
-7227, 2236, 1
7227, -2236, 1
-7227, -2236, 1
2541, 7100, 1
-2541, 7100, 1
2541, -7100, 1
-2541, -7100, 1
14141, 12900, 1
-14141, 12900, 1
14141, -12900, 1
-14141, -12900, 1
10823, 6264, 1
-10823, 6264, 1
10823, -6264, 1
-10823, -6264, 1
6253, 13596, 1
-6253, 13596, 1
6253, -13596, 1
-6253, -13596, 1
14535, 7192, 1
-14535, 7192, 1
14535, -7192, 1
-14535, -7192, 1
4699, 7380, 1
-4699, 7380, 1
4699, -7380, 1
-4699, -7380, 1
7579, 8820, 1
-7579, 8820, 1
7579, -8820, 1
-7579, -8820, 1
3657, 976, 1
-3657, 976, 1
3657, -976, 1
-3657, -976, 1
1023, 4264, 1
-1023, 4264, 1
1023, -4264, 1
-1023, -4264, 1
10863, 9184, 1
-10863, 9184, 1
10863, -9184, 1
-10863, -9184, 1
9301, 6060, 1
-9301, 6060, 1
9301, -6060, 1
-9301, -6060, 1
10875, 4028, 1
-10875, 4028, 1
10875, -4028, 1
-10875, -4028, 1
4671, 14600, 1
-4671, 14600, 1
4671, -14600, 1
-4671, -14600, 1
14523, 4636, 1
-14523, 4636, 1
14523, -4636, 1
-14523, -4636, 1
4077, 11036, 1
-4077, 11036, 1
4077, -11036, 1
-4077, -11036, 1
6235, 9588, 1
-6235, 9588, 1
6235, -9588, 1
-6235, -9588, 1
9499, 11220, 1
-9499, 11220, 1
9499, -11220, 1
-9499, -11220, 1
4425, 1072, 1
-4425, 1072, 1
4425, -1072, 1
-4425, -1072, 1
913, 3384, 1
-913, 3384, 1
913, -3384, 1
-913, -3384, 1
8113, 6984, 1
-8113, 6984, 1
8113, -6984, 1
-8113, -6984, 1
6771, 4300, 1
-6771, 4300, 1
6771, -4300, 1
-6771, -4300, 1
6513, 13184, 1
-6513, 13184, 1
6513, -13184, 1
-6513, -13184, 1
12371, 5700, 1
-12371, 5700, 1
12371, -5700, 1
-12371, -5700, 1
5655, 9752, 1
-5655, 9752, 1
5655, -9752, 1
-5655, -9752, 1
11591, 12720, 1
-11591, 12720, 1
11591, -12720, 1
-11591, -12720, 1
6365, 2268, 1
-6365, 2268, 1
6365, -2268, 1
-6365, -2268, 1
1921, 6240, 1
-1921, 6240, 1
1921, -6240, 1
-1921, -6240, 1
13825, 12192, 1
-13825, 12192, 1
13825, -12192, 1
-13825, -12192, 1
11139, 6820, 1
-11139, 6820, 1
11139, -6820, 1
-11139, -6820, 1
7335, 12272, 1
-7335, 12272, 1
7335, -12272, 1
-7335, -12272, 1
7373, 2436, 1
-7373, 2436, 1
7373, -2436, 1
-7373, -2436, 1
1547, 3996, 1
-1547, 3996, 1
1547, -3996, 1
-1547, -3996, 1
7467, 6956, 1
-7467, 6956, 1
7467, -6956, 1
-7467, -6956, 1
5529, 3080, 1
-5529, 3080, 1
5529, -3080, 1
-5529, -3080, 1
2507, 5676, 1
-2507, 5676, 1
2507, -5676, 1
-2507, -5676, 1
9387, 9116, 1
-9387, 9116, 1
9387, -9116, 1
-9387, -9116, 1
6489, 3320, 1
-6489, 3320, 1
6489, -3320, 1
-6489, -3320, 1
1725, 2548, 1
-1725, 2548, 1
1725, -2548, 1
-1725, -2548, 1
2349, 2860, 1
-2349, 2860, 1
2349, -2860, 1
-2349, -2860, 1
1015, 192, 1
-1015, 192, 1
1015, -192, 1
-1015, -192, 1
245, 1188, 1
-245, 1188, 1
245, -1188, 1
-245, -1188, 1
3237, 2684, 1
-3237, 2684, 1
3237, -2684, 1
-3237, -2684, 1
2847, 1904, 1
-2847, 1904, 1
2847, -1904, 1
-2847, -1904, 1
3509, 6900, 1
-3509, 6900, 1
3509, -6900, 1
-3509, -6900, 1
9765, 10028, 1
-9765, 10028, 1
9765, -10028, 1
-9765, -10028, 1
6111, 2720, 1
-6111, 2720, 1
6111, -2720, 1
-6111, -2720, 1
3219, 5740, 1
-3219, 5740, 1
3219, -5740, 1
-3219, -5740, 1
7155, 7708, 1
-7155, 7708, 1
7155, -7708, 1
-7155, -7708, 1
4081, 1560, 1
-4081, 1560, 1
4081, -1560, 1
-4081, -1560, 1
2261, 6900, 1
-2261, 6900, 1
2261, -6900, 1
-2261, -6900, 1
14661, 13100, 1
-14661, 13100, 1
14661, -13100, 1
-14661, -13100, 1
11583, 6944, 1
-11583, 6944, 1
11583, -6944, 1
-11583, -6944, 1
6579, 10780, 1
-6579, 10780, 1
6579, -10780, 1
-6579, -10780, 1
11859, 13420, 1
-11859, 13420, 1
11859, -13420, 1
-11859, -13420, 1
6097, 1896, 1
-6097, 1896, 1
6097, -1896, 1
-6097, -1896, 1
2071, 5760, 1
-2071, 5760, 1
2071, -5760, 1
-2071, -5760, 1
11431, 10440, 1
-11431, 10440, 1
11431, -10440, 1
-11431, -10440, 1
8733, 5044, 1
-8733, 5044, 1
8733, -5044, 1
-8733, -5044, 1
4983, 10856, 1
-4983, 10856, 1
4983, -10856, 1
-4983, -10856, 1
11645, 5772, 1
-11645, 5772, 1
11645, -5772, 1
-11645, -5772, 1
3729, 5840, 1
-3729, 5840, 1
3729, -5840, 1
-3729, -5840, 1
5969, 6960, 1
-5969, 6960, 1
5969, -6960, 1
-5969, -6960, 1
2867, 756, 1
-2867, 756, 1
2867, -756, 1
-2867, -756, 1
693, 2924, 1
-693, 2924, 1
693, -2924, 1
-693, -2924, 1
7493, 6324, 1
-7493, 6324, 1
7493, -6324, 1
-7493, -6324, 1
6431, 4200, 1
-6431, 4200, 1
6431, -4200, 1
-6431, -4200, 1
7093, 14124, 1
-7093, 14124, 1
7093, -14124, 1
-7093, -14124, 1
12831, 5800, 1
-12831, 5800, 1
12831, -5800, 1
-12831, -5800, 1
6355, 11172, 1
-6355, 11172, 1
6355, -11172, 1
-6355, -11172, 1
13651, 14820, 1
-13651, 14820, 1
13651, -14820, 1
-13651, -14820, 1
7665, 2848, 1
-7665, 2848, 1
7665, -2848, 1
-7665, -2848, 1
3381, 10540, 1
-3381, 10540, 1
3381, -10540, 1
-3381, -10540, 1
10353, 3296, 1
-10353, 3296, 1
10353, -3296, 1
-10353, -3296, 1
2967, 8056, 1
-2967, 8056, 1
2967, -8056, 1
-2967, -8056, 1
11869, 6780, 1
-11869, 6780, 1
11869, -6780, 1
-11869, -6780, 1
6327, 13936, 1
-6327, 13936, 1
6327, -13936, 1
-6327, -13936, 1
4625, 7128, 1
-4625, 7128, 1
4625, -7128, 1
-4625, -7128, 1
7089, 8360, 1
-7089, 8360, 1
7089, -8360, 1
-7089, -8360, 1
3315, 812, 1
-3315, 812, 1
3315, -812, 1
-3315, -812, 1
603, 2204, 1
-603, 2204, 1
603, -2204, 1
-603, -2204, 1
5243, 4524, 1
-5243, 4524, 1
5243, -4524, 1
-5243, -4524, 1
4361, 2760, 1
-4361, 2760, 1
4361, -2760, 1
-4361, -2760, 1
4123, 8364, 1
-4123, 8364, 1
4123, -8364, 1
-4123, -8364, 1
12283, 12444, 1
-12283, 12444, 1
12283, -12444, 1
-12283, -12444, 1
7881, 3640, 1
-7881, 3640, 1
7881, -3640, 1
-7881, -3640, 1
3565, 6132, 1
-3565, 6132, 1
3565, -6132, 1
-3565, -6132, 1
7261, 7980, 1
-7261, 7980, 1
7261, -7980, 1
-7261, -7980, 1
3975, 1408, 1
-3975, 1408, 1
3975, -1408, 1
-3975, -1408, 1
1131, 3700, 1
-1131, 3700, 1
1131, -3700, 1
-1131, -3700, 1
8235, 7252, 1
-8235, 7252, 1
8235, -7252, 1
-8235, -7252, 1
6649, 4080, 1
-6649, 4080, 1
6649, -4080, 1
-6649, -4080, 1
5355, 11092, 1
-5355, 11092, 1
5355, -11092, 1
-5355, -11092, 1
10873, 5136, 1
-10873, 5136, 1
10873, -5136, 1
-10873, -5136, 1
4445, 7452, 1
-4445, 7452, 1
4445, -7452, 1
-4445, -7452, 1
8493, 9476, 1
-8493, 9476, 1
8493, -9476, 1
-8493, -9476, 1
4503, 1496, 1
-4503, 1496, 1
4503, -1496, 1
-4503, -1496, 1
897, 2296, 1
-897, 2296, 1
897, -2296, 1
-897, -2296, 1
4257, 3976, 1
-4257, 3976, 1
4257, -3976, 1
-4257, -3976, 1
3139, 1740, 1
-3139, 1740, 1
3139, -1740, 1
-3139, -1740, 1
1377, 3136, 1
-1377, 3136, 1
1377, -3136, 1
-1377, -3136, 1
5217, 5056, 1
-5217, 5056, 1
5217, -5056, 1
-5217, -5056, 1
3619, 1860, 1
-3619, 1860, 1
3619, -1860, 1
-3619, -1860, 1
935, 1368, 1
-935, 1368, 1
935, -1368, 1
-935, -1368, 1
1239, 1520, 1
-1239, 1520, 1
1239, -1520, 1
-1239, -1520, 1
525, 92, 1
-525, 92, 1
525, -92, 1
-525, -92, 1
111, 680, 1
-111, 680, 1
111, -680, 1
-111, -680, 1
2015, 1632, 1
-2015, 1632, 1
2015, -1632, 1
-2015, -1632, 1
1829, 1260, 1
-1829, 1260, 1
1829, -1260, 1
-1829, -1260, 1
2575, 4992, 1
-2575, 4992, 1
2575, -4992, 1
-2575, -4992, 1
6943, 7176, 1
-6943, 7176, 1
6943, -7176, 1
-6943, -7176, 1
4293, 1876, 1
-4293, 1876, 1
4293, -1876, 1
-4293, -1876, 1
2425, 4392, 1
-2425, 4392, 1
2425, -4392, 1
-2425, -4392, 1
5593, 5976, 1
-5593, 5976, 1
5593, -5976, 1
-5593, -5976, 1
3243, 1276, 1
-3243, 1276, 1
3243, -1276, 1
-3243, -1276, 1
2223, 6664, 1
-2223, 6664, 1
2223, -6664, 1
-2223, -6664, 1
13983, 12544, 1
-13983, 12544, 1
13983, -12544, 1
-13983, -12544, 1
10981, 6540, 1
-10981, 6540, 1
10981, -6540, 1
-10981, -6540, 1
5945, 9672, 1
-5945, 9672, 1
5945, -9672, 1
-5945, -9672, 1
10521, 11960, 1
-10521, 11960, 1
10521, -11960, 1
-10521, -11960, 1
5355, 1628, 1
-5355, 1628, 1
5355, -1628, 1
-5355, -1628, 1
2109, 5980, 1
-2109, 5980, 1
2109, -5980, 1
-2109, -5980, 1
12045, 10948, 1
-12045, 10948, 1
12045, -10948, 1
-12045, -10948, 1
9271, 5400, 1
-9271, 5400, 1
9271, -5400, 1
-9271, -5400, 1
5565, 12028, 1
-5565, 12028, 1
5565, -12028, 1
-5565, -12028, 1
12727, 6264, 1
-12727, 6264, 1
12727, -6264, 1
-12727, -6264, 1
4235, 6708, 1
-4235, 6708, 1
4235, -6708, 1
-4235, -6708, 1
6987, 8084, 1
-6987, 8084, 1
6987, -8084, 1
-6987, -8084, 1
3417, 944, 1
-3417, 944, 1
3417, -944, 1
-3417, -944, 1
1391, 5640, 1
-1391, 5640, 1
1391, -5640, 1
-1391, -5640, 1
14175, 12032, 1
-14175, 12032, 1
14175, -12032, 1
-14175, -12032, 1
12069, 7820, 1
-12069, 7820, 1
12069, -7820, 1
-12069, -7820, 1
13483, 4956, 1
-13483, 4956, 1
13483, -4956, 1
-13483, -4956, 1
4669, 12540, 1
-4669, 12540, 1
4669, -12540, 1
-4669, -12540, 1
6795, 10388, 1
-6795, 10388, 1
6795, -10388, 1
-6795, -10388, 1
10187, 12084, 1
-10187, 12084, 1
10187, -12084, 1
-10187, -12084, 1
4697, 1104, 1
-4697, 1104, 1
4697, -1104, 1
-4697, -1104, 1
1313, 5016, 1
-1313, 5016, 1
1313, -5016, 1
-1313, -5016, 1
12225, 10472, 1
-12225, 10472, 1
12225, -10472, 1
-12225, -10472, 1
10275, 6572, 1
-10275, 6572, 1
10275, -6572, 1
-10275, -6572, 1
10285, 3708, 1
-10285, 3708, 1
10285, -3708, 1
-10285, -3708, 1
3473, 11136, 1
-3473, 11136, 1
3473, -11136, 1
-3473, -11136, 1
12445, 4068, 1
-12445, 4068, 1
12445, -4068, 1
-12445, -4068, 1
2875, 7548, 1
-2875, 7548, 1
2875, -7548, 1
-2875, -7548, 1
14299, 13260, 1
-14299, 13260, 1
14299, -13260, 1
-14299, -13260, 1
10665, 5992, 1
-10665, 5992, 1
10665, -5992, 1
-10665, -5992, 1
5115, 11468, 1
-5115, 11468, 1
5115, -11468, 1
-5115, -11468, 1
12905, 6552, 1
-12905, 6552, 1
12905, -6552, 1
-12905, -6552, 1
3597, 5396, 1
-3597, 5396, 1
3597, -5396, 1
-3597, -5396, 1
5117, 6156, 1
-5117, 6156, 1
5117, -6156, 1
-5117, -6156, 1
2279, 480, 1
-2279, 480, 1
2279, -480, 1
-2279, -480, 1
511, 2640, 1
-511, 2640, 1
511, -2640, 1
-511, -2640, 1
7375, 6072, 1
-7375, 6072, 1
7375, -6072, 1
-7375, -6072, 1
6549, 4420, 1
-6549, 4420, 1
6549, -4420, 1
-6549, -4420, 1
14453, 6396, 1
-14453, 6396, 1
14453, -6396, 1
-14453, -6396, 1
7785, 13952, 1
-7785, 13952, 1
7785, -13952, 1
-7785, -13952, 1
10043, 3876, 1
-10043, 3876, 1
10043, -3876, 1
-10043, -3876, 1
8137, 2184, 1
-8137, 2184, 1
8137, -2184, 1
-8137, -2184, 1
2431, 10080, 1
-2431, 10080, 1
2431, -10080, 1
-2431, -10080, 1
10057, 2424, 1
-10057, 2424, 1
10057, -2424, 1
-10057, -2424, 1
2193, 8176, 1
-2193, 8176, 1
2193, -8176, 1
-2193, -8176, 1
3915, 10148, 1
-3915, 10148, 1
3915, -10148, 1
-3915, -10148, 1
14105, 7872, 1
-14105, 7872, 1
14105, -7872, 1
-14105, -7872, 1
6475, 14628, 1
-6475, 14628, 1
6475, -14628, 1
-6475, -14628, 1
4477, 6636, 1
-4477, 6636, 1
4477, -6636, 1
-4477, -6636, 1
6157, 7476, 1
-6157, 7476, 1
6157, -7476, 1
-6157, -7476, 1
2679, 520, 1
-2679, 520, 1
2679, -520, 1
-2679, -520, 1
469, 2220, 1
-469, 2220, 1
469, -2220, 1
-469, -2220, 1
5989, 4980, 1
-5989, 4980, 1
5989, -4980, 1
-5989, -4980, 1
5247, 3496, 1
-5247, 3496, 1
5247, -3496, 1
-5247, -3496, 1
6357, 12524, 1
-6357, 12524, 1
6357, -12524, 1
-6357, -12524, 1
11135, 4968, 1
-11135, 4968, 1
11135, -4968, 1
-11135, -4968, 1
5811, 10340, 1
-5811, 10340, 1
5811, -10340, 1
-5811, -10340, 1
12851, 13860, 1
-12851, 13860, 1
12851, -13860, 1
-12851, -13860, 1
7313, 2784, 1
-7313, 2784, 1
7313, -2784, 1
-7313, -2784, 1
3925, 12012, 1
-3925, 12012, 1
3925, -12012, 1
-3925, -12012, 1
10769, 3360, 1
-10769, 3360, 1
10769, -3360, 1
-10769, -3360, 1
3575, 9912, 1
-3575, 9912, 1
3575, -9912, 1
-3575, -9912, 1
14973, 8636, 1
-14973, 8636, 1
14973, -8636, 1
-14973, -8636, 1
6321, 9880, 1
-6321, 9880, 1
6321, -9880, 1
-6321, -9880, 1
10065, 11752, 1
-10065, 11752, 1
10065, -11752, 1
-10065, -11752, 1
4819, 1260, 1
-4819, 1260, 1
4819, -1260, 1
-4819, -1260, 1
1045, 4452, 1
-1045, 4452, 1
1045, -4452, 1
-1045, -4452, 1
11461, 9660, 1
-11461, 9660, 1
11461, -9660, 1
-11461, -9660, 1
9855, 6448, 1
-9855, 6448, 1
9855, -6448, 1
-9855, -6448, 1
11921, 4440, 1
-11921, 4440, 1
11921, -4440, 1
-11921, -4440, 1
4727, 12864, 1
-4727, 12864, 1
4727, -12864, 1
-4727, -12864, 1
7473, 11536, 1
-7473, 11536, 1
7473, -11536, 1
-7473, -11536, 1
11505, 13552, 1
-11505, 13552, 1
11505, -13552, 1
-11505, -13552, 1
5395, 1332, 1
-5395, 1332, 1
5395, -1332, 1
-5395, -1332, 1
891, 3220, 1
-891, 3220, 1
891, -3220, 1
-891, -3220, 1
7611, 6580, 1
-7611, 6580, 1
7611, -6580, 1
-7611, -6580, 1
6313, 3984, 1
-6313, 3984, 1
6313, -3984, 1
-6313, -3984, 1
5883, 11956, 1
-5883, 11956, 1
5883, -11956, 1
-5883, -11956, 1
11305, 5232, 1
-11305, 5232, 1
11305, -5232, 1
-11305, -5232, 1
5069, 8700, 1
-5069, 8700, 1
5069, -8700, 1
-5069, -8700, 1
10269, 11300, 1
-10269, 11300, 1
10269, -11300, 1
-10269, -11300, 1
5607, 1976, 1
-5607, 1976, 1
5607, -1976, 1
-5607, -1976, 1
1515, 4988, 1
-1515, 4988, 1
1515, -4988, 1
-1515, -4988, 1
11147, 9804, 1
-11147, 9804, 1
11147, -9804, 1
-11147, -9804, 1
9017, 5544, 1
-9017, 5544, 1
9017, -5544, 1
-9017, -5544, 1
14841, 7000, 1
-14841, 7000, 1
14841, -7000, 1
-14841, -7000, 1
6109, 10260, 1
-6109, 10260, 1
6109, -10260, 1
-6109, -10260, 1
11725, 13068, 1
-11725, 13068, 1
11725, -13068, 1
-11725, -13068, 1
6231, 2080, 1
-6231, 2080, 1
6231, -2080, 1
-6231, -2080, 1
1185, 3008, 1
-1185, 3008, 1
1185, -3008, 1
-1185, -3008, 1
5537, 5184, 1
-5537, 5184, 1
5537, -5184, 1
-5537, -5184, 1
4067, 2244, 1
-4067, 2244, 1
4067, -2244, 1
-4067, -2244, 1
1729, 3960, 1
-1729, 3960, 1
1729, -3960, 1
-1729, -3960, 1
6625, 6408, 1
-6625, 6408, 1
6625, -6408, 1
-6625, -6408, 1
4611, 2380, 1
-4611, 2380, 1
4611, -2380, 1
-4611, -2380, 1
1159, 1680, 1
-1159, 1680, 1
1159, -1680, 1
-1159, -1680, 1
1495, 1848, 1
-1495, 1848, 1
1495, -1848, 1
-1495, -1848, 1
621, 100, 1
-621, 100, 1
621, -100, 1
-621, -100, 1
105, 608, 1
-105, 608, 1
105, -608, 1
-105, -608, 1
1769, 1440, 1
-1769, 1440, 1
1769, -1440, 1
-1769, -1440, 1
1595, 1092, 1
-1595, 1092, 1
1595, -1092, 1
-1595, -1092, 1
2185, 4248, 1
-2185, 4248, 1
2185, -4248, 1
-2185, -4248, 1
5929, 6120, 1
-5929, 6120, 1
5929, -6120, 1
-5929, -6120, 1
3675, 1612, 1
-3675, 1612, 1
3675, -1612, 1
-3675, -1612, 1
2047, 3696, 1
-2047, 3696, 1
2047, -3696, 1
-2047, -3696, 1
4687, 5016, 1
-4687, 5016, 1
4687, -5016, 1
-4687, -5016, 1
2709, 1060, 1
-2709, 1060, 1
2709, -1060, 1
-2709, -1060, 1
1785, 5368, 1
-1785, 5368, 1
1785, -5368, 1
-1785, -5368, 1
11289, 10120, 1
-11289, 10120, 1
11289, -10120, 1
-11289, -10120, 1
8875, 5292, 1
-8875, 5292, 1
8875, -5292, 1
-8875, -5292, 1
6105, 12928, 1
-6105, 12928, 1
6105, -12928, 1
-6105, -12928, 1
13195, 6372, 1
-13195, 6372, 1
13195, -6372, 1
-13195, -6372, 1
4847, 7896, 1
-4847, 7896, 1
4847, -7896, 1
-4847, -7896, 1
8607, 9776, 1
-8607, 9776, 1
8607, -9776, 1
-8607, -9776, 1
4389, 1340, 1
-4389, 1340, 1
4389, -1340, 1
-4389, -1340, 1
1683, 4756, 1
-1683, 4756, 1
1683, -4756, 1
-1683, -4756, 1
9555, 8692, 1
-9555, 8692, 1
9555, -8692, 1
-9555, -8692, 1
7345, 4272, 1
-7345, 4272, 1
7345, -4272, 1
-7345, -4272, 1
4371, 9460, 1
-4371, 9460, 1
4371, -9460, 1
-4371, -9460, 1
14931, 14740, 1
-14931, 14740, 1
14931, -14740, 1
-14931, -14740, 1
10033, 4944, 1
-10033, 4944, 1
10033, -4944, 1
-10033, -4944, 1
3317, 5244, 1
-3317, 5244, 1
3317, -5244, 1
-3317, -5244, 1
5445, 6308, 1
-5445, 6308, 1
5445, -6308, 1
-5445, -6308, 1
2655, 728, 1
-2655, 728, 1
2655, -728, 1
-2655, -728, 1
1001, 4080, 1
-1001, 4080, 1
1001, -4080, 1
-1001, -4080, 1
10281, 8720, 1
-10281, 8720, 1
10281, -8720, 1
-10281, -8720, 1
8763, 5684, 1
-8763, 5684, 1
8763, -5684, 1
-8763, -5684, 1
8319, 14560, 1
-8319, 14560, 1
8319, -14560, 1
-8319, -14560, 1
9877, 3636, 1
-9877, 3636, 1
9877, -3636, 1
-9877, -3636, 1
4025, 12648, 1
-4025, 12648, 1
4025, -12648, 1
-4025, -12648, 1
12901, 4140, 1
-12901, 4140, 1
12901, -4140, 1
-12901, -4140, 1
3475, 9348, 1
-3475, 9348, 1
3475, -9348, 1
